Louisiana , 2020-04-18 , -43 , -31
Maine , 2020-04-12 , -73 , -43
Maine , 2020-04-13 , -45 , -47
Maine , 2020-04-14 , -36 , -45
Maine , 2020-04-15 , -33 , -45
Maine , 2020-04-16 , -37 , -44
Maine , 2020-04-17 , -40 , -45
Maine , 2020-04-18 , -46 , -32
Maryland , 2020-04-12 , -60 , -46
Maryland , 2020-04-13 , -49 , -58
Maryland , 2020-04-14 , -39 , -55
Maryland , 2020-04-15 , -37 , -55
Maryland , 2020-04-16 , -38 , -56
Maryland , 2020-04-17 , -40 , -54
Maryland , 2020-04-18 , -45 , -37
Massachusetts , 2020-04-12 , -67 , -48
Massachusetts , 2020-04-13 , -58 , -61
Massachusetts , 2020-04-14 , -45 , -59
Massachusetts , 2020-04-15 , -45 , -59
Massachusetts , 2020-04-16 , -47 , -59
Massachusetts , 2020-04-17 , -48 , -58
Massachusetts , 2020-04-18 , -59 , -45
Michigan , 2020-04-12 , -74 , -51
Michigan , 2020-04-13 , -57 , -61
Michigan , 2020-04-14 , -53 , -61
Michigan , 2020-04-15 , -48 , -60
Michigan , 2020-04-16 , -48 , -60
Michigan , 2020-04-17 , -57 , -60
Michigan , 2020-04-18 , -53 , -40
Minnesota , 2020-04-12 , -77 , -49
Minnesota , 2020-04-13 , -45 , -50
Minnesota , 2020-04-14 , -45 , -49
Minnesota , 2020-04-15 , -38 , -49
Minnesota , 2020-04-16 , -40 , -49
Minnesota , 2020-04-17 , -40 , -48
Minnesota , 2020-04-18 , -43 , -31
Mississippi , 2020-04-12 , -63 , -43
Mississippi , 2020-04-13 , -27 , -40
Mississippi , 2020-04-14 , -24 , -39
Mississippi , 2020-04-15 , -12 , -39
Mississippi , 2020-04-16 , -19 , -38
Mississippi , 2020-04-17 , -27 , -39
Mississippi , 2020-04-18 , -29 , -26
Missouri , 2020-04-12 , -62 , -42
Missouri , 2020-04-13 , -39 , -46
Missouri , 2020-04-14 , -37 , -46
Missouri , 2020-04-15 , -22 , -44
Missouri , 2020-04-16 , -32 , -45
Missouri , 2020-04-17 , -34 , -38
Missouri , 2020-04-18 , -37 , -27
Montana , 2020-04-12 , -67 , -43
Montana , 2020-04-13 , -38 , -40
Montana , 2020-04-14 , -38 , -40
Montana , 2020-04-15 , -35 , -40
Montana , 2020-04-16 , -35 , -39
Montana , 2020-04-17 , -37 , -38
Montana , 2020-04-18 , -42 , -32
Nebraska , 2020-04-12 , -69 , -43
Nebraska , 2020-04-13 , -35 , -41
Nebraska , 2020-04-14 , -36 , -40
Nebraska , 2020-04-15 , -25 , -40
Nebraska , 2020-04-16 , -43 , -42
Nebraska , 2020-04-17 , -33 , -39
Nebraska , 2020-04-18 , -33 , -21
Nevada , 2020-04-12 , -61 , -56
Nevada , 2020-04-13 , -46 , -52
Nevada , 2020-04-14 , -44 , -53
Nevada , 2020-04-15 , -38 , -53
Nevada , 2020-04-16 , -40 , -53
Nevada , 2020-04-17 , -44 , -53
Nevada , 2020-04-18 , -47 , -51
New Hampshire , 2020-04-12 , -65 , -46
New Hampshire , 2020-04-13 , -46 , -50
New Hampshire , 2020-04-14 , -35 , -48
New Hampshire , 2020-04-15 , -31 , -48
New Hampshire , 2020-04-16 , -36 , -48
New Hampshire , 2020-04-17 , -39 , -47
New Hampshire , 2020-04-18 , -49 , -37
New Jersey , 2020-04-12 , -76 , -52
New Jersey , 2020-04-13 , -70 , -64
New Jersey , 2020-04-14 , -58 , -61
New Jersey , 2020-04-15 , -56 , -61
New Jersey , 2020-04-16 , -58 , -62
New Jersey , 2020-04-17 , -59 , -60
New Jersey , 2020-04-18 , -64 , -44
New Mexico , 2020-04-12 , -60 , -40
New Mexico , 2020-04-13 , -44 , -49
New Mexico , 2020-04-14 , -37 , -46
New Mexico , 2020-04-15 , -28 , -45
New Mexico , 2020-04-16 , -31 , -46
New Mexico , 2020-04-17 , -35 , -43
New Mexico , 2020-04-18 , -42 , -32
New York , 2020-04-12 , -75 , -51
New York , 2020-04-13 , -70 , -64
New York , 2020-04-14 , -60 , -61
New York , 2020-04-15 , -59 , -61
New York , 2020-04-16 , -61 , -61
New York , 2020-04-17 , -62 , -60
New York , 2020-04-18 , -65 , -45
North Carolina , 2020-04-12 , -61 , -44
North Carolina , 2020-04-13 , -39 , -49
North Carolina , 2020-04-14 , -33 , -44
North Carolina , 2020-04-15 , -28 , -45
North Carolina , 2020-04-16 , -29 , -44
North Carolina , 2020-04-17 , -31 , -43
North Carolina , 2020-04-18 , -36 , -30
North Dakota , 2020-04-12 , -69 , -40
North Dakota , 2020-04-13 , -44 , -38
North Dakota , 2020-04-14 , -44 , -36
North Dakota , 2020-04-15 , -33 , -36
North Dakota , 2020-04-16 , -35 , -36
North Dakota , 2020-04-17 , -38 , -34
North Dakota , 2020-04-18 , -43 , -23
Ohio , 2020-04-12 , -65 , -44
Ohio , 2020-04-13 , -43 , -49
Ohio , 2020-04-14 , -38 , -48
Ohio , 2020-04-15 , -31 , -48
Ohio , 2020-04-16 , -33 , -48
Ohio , 2020-04-17 , -43 , -48
Ohio , 2020-04-18 , -38 , -32
Oklahoma , 2020-04-12 , -54 , -40
Oklahoma , 2020-04-13 , -34 , -42
Oklahoma , 2020-04-14 , -33 , -42
Oklahoma , 2020-04-15 , -15 , -40
Oklahoma , 2020-04-16 , -20 , -41
Oklahoma , 2020-04-17 , -30 , -41
Oklahoma , 2020-04-18 , -30 , -26
Oregon , 2020-04-12 , -56 , -41
Oregon , 2020-04-13 , -38 , -46
Oregon , 2020-04-14 , -36 , -48
Oregon , 2020-04-15 , -32 , -48
Oregon , 2020-04-16 , -34 , -48
Oregon , 2020-04-17 , -38 , -46
Oregon , 2020-04-18 , -45 , -34
Pennsylvania , 2020-04-12 , -70 , -46
Pennsylvania , 2020-04-13 , -53 , -55
Pennsylvania , 2020-04-14 , -43 , -52
Pennsylvania , 2020-04-15 , -38 , -52
Pennsylvania , 2020-04-16 , -42 , -52
Pennsylvania , 2020-04-17 , -47 , -51
Pennsylvania , 2020-04-18 , -49 , -36
